"","days","confirmed.case_mean","confirmed.case_CI95","new.deaths_mean","new.deaths_CI95","ICU_mean","ICU_CI95","newICU_mean","newICU_CI95","ICUover_mean","ICUover_CI95","Ventilator_mean","Ventilator_CI95","smoothed.confirmed_mean","smoothed.confirmed_CI95","smoothed.deaths_mean","smoothed.deaths_CI95","confirmed.case.rate_mean","confirmed.case.rate_CI95","new.deaths.rate_mean","new.deaths.rate_CI95","ICU.rate_mean","ICU.rate_CI95","newICU.rate_mean","newICU.rate_CI95","ICUover.rate_mean","ICUover.rate_CI95","Ventilator.rate_mean","Ventilator.rate_CI95","policy.name","start.stop"
"56",24,682.2,449.888943736118,47.18,42.8782565391831,431.01565753488,363.901264462151,62.34125230136,50.531848269407,124.89121322,207.172039586945,392.76481572106,331.334823458501,632.125796494648,408.738063464,45.5423878888078,39.5634132880052,-5.03513650305077,9.46244796084846,1.72050626488156,1.22441081852913,12.21595231736,8.62361669755615,0.0201212138999975,1.35653496636358,5.91430534999999,8.23404191162123,9.86993586388,6.52955602131988,"Entertainment","start"
"57",25,628.82,444.124069354319,46.08,37.3047369946499,440.80497410474,368.470473991512,62.10281893172,49.1245364694569,129.2356764168,211.41223172251,400.40323503466,333.891033914685,628.205515848479,402.02560221581,47.0389634756838,40.2472308935976,-3.92028064616958,9.79511216776864,1.496575586876,0.989307498856329,9.78931656985999,6.14619007618104,-0.23843336964,1.65645008322926,4.34446319680001,5.531729796882,7.6384193136,4.64604711734572,"Entertainment","start"
"58",26,614.48,376.520064486131,47.28,41.2638324618545,448.2859832928,370.069681480553,61.66318109314,47.4983055612122,132.3562599536,212.624535006,405.96465540858,333.783406071816,627.212446530198,394.840964351666,48.0398784562623,40.4935751183775,-0.993069318280626,9.64033037707566,1.00091498057849,0.730292483718439,7.48100918806003,4.74510177098782,-0.439637838580002,1.87662260542015,3.12058353679999,4.20076050606412,5.56142037392002,4.2293634549717,"Entertainment","start"
"59",27,529.1,350.754135861575,45.72,39.3130386187585,453.6172735035,368.975779077335,61.07396698234,45.7387161042073,133.755201988,211.117333189011,409.6350112733,331.324872874335,626.508141707877,385.667108745994,48.2417909857735,40.0217043995697,-0.704304822321167,11.8827298076896,0.201912529511187,0.859081387342346,5.33129021069999,4.95583722424184,-0.589214110799997,2.01641469387666,1.39894203440001,4.40817871300715,3.67035586471998,5.19530645527517,"Entertainment","start"
"60",28,637.897959183673,322.58323861602,47.265306122449,36.5518006487597,456.98276834374,365.508484512607,60.3794004374,43.919631622059,133.582986508,207.212460418311,411.61568140218,326.857337956081,625.022821855615,373.718143508846,47.8550348086142,38.8925229877797,-1.48531985226207,15.3611781925561,-0.38675617715926,1.41544505044449,3.36549484023999,6.24082693396546,-0.69456654494,2.08341728097998,-0.172215480000002,5.80746955394403,1.98067012888,6.6353288420323,"Entertainment","start"
"61",29,599.74,337.905335542604,50.94,43.1324858286651,458.58109474334,360.010211046414,59.6160233455,42.1013074714734,132.006833486,201.257383392108,412.11229200918,320.730578729895,623.967236943579,361.12553714774,47.360405483607,37.5212993789383,-1.05558491203619,16.5814697700863,-0.494629325007216,1.63640836317074,1.5983263996,7.78959569346799,-0.763377091900002,2.08908648545512,-1.57615302200001,7.44900152843229,0.496610607000002,8.03600424706733,"Entertainment","start"
"62",30,673.28,467.67413557459,55.22,41.6256061269983,458.61885655886,352.831360113832,58.81228064998,40.3293424348852,129.205036444,193.610055119051,411.32813414668,313.287433024282,625.190703412041,349.81434548751,47.1330061038793,36.3068040654535,1.22346646846204,15.3785421501442,-0.227399379727687,1.4476922674272,0.0377618155200147,9.23482891414266,-0.803742695519998,2.04670075541112,-2.80179704199998,8.95573157578313,-0.784157862500013,9.22427580951824,"Entertainment","start"
"63",0,56.88,28.0474276724266,1.29787234042553,1.03860686595875,17.99212980574,12.3275997891485,4.00629179254,2.4344830906674,0,0,16.76767760388,11.2408944274068,73.2655637970204,51.6226539303721,1.20148778870152,1.06651057799227,15.3578910526074,15.2650415436792,0.180314984499417,0.112080389365381,2.73797721366,1.59742334996418,0.62373866542,0.431769958330561,0,0,2.5641748768,1.50124734452733,"Food and Drink","start"
"64",1,64.46,39.8806983208669,1.25,0.829589388306944,21.28128863376,13.9117633626892,4.77435761264,2.88630023079969,0,0,19.85640865994,12.7289215227125,91.3296505276547,66.782977959202,1.43287625643585,1.14709839477557,18.0640867306344,16.9022185294858,0.23138846773433,0.10874502067457,3.28915882802,2.01966960192441,0.7680658201,0.576938943853168,0,0,3.08873105606,1.92009550405259,"Food and Drink","start"
"65",2,98.98,62.1218601189629,1.47916666666667,0.844218779415461,25.21027617038,15.9409105074151,5.72008707148,3.52516068433419,0,0,23.55352533774,14.670436154585,112.422300766911,82.8804563832922,1.78334129428491,1.25307337216979,21.0926502392558,17.4078569306571,0.350465037849055,0.219032087454883,3.92898753662,2.61570192220051,0.94572945884,0.7671480559988,0,0,3.6971166778,2.50520211635189,"Food and Drink","start"
"66",3,164.94,157.111784121243,2.20408163265306,1.29268351372897,29.991614654,18.6555298306636,6.8843390833,4.41203812436104,0,0,28.0645053157,17.3034024130542,137.089415474572,101.815004391862,2.16550689036858,1.38890085554569,24.6671147076613,20.1405872999778,0.382165596083669,0.241267050761073,4.78133848362,3.43046665050975,1.16425201182,1.00763183704965,0,0,4.51097997796,3.29939798496366,"Food and Drink","start"
"67",4,210.66,197.921862544187,4.29166666666667,4.17131390426845,35.81635609334,22.3607577460296,8.3093539329,5.60626086178238,0,0,33.57091420766,20.9206083298911,165.124769678093,124.583901393382,2.54841314571755,1.53011093039348,28.0353542035206,23.8106824318079,0.382906255348978,0.210514185359226,5.82474143934,4.4963206363249,1.4250148496,1.30070220095808,0,0,5.50640889196,4.33182679440867,"Food and Drink","start"
"68",5,221.72,205.508883928262,3.10204081632653,2.09595165338644,42.908258168,27.3982318657565,10.0360667101,7.15950565030936,0,0,40.28547815692,25.8410999555973,194.885006128133,148.311859927469,3.05813039342761,1.75638258368283,29.7602364500404,24.5982967863434,0.509717247710052,0.332051246092685,7.09190207466,5.83811059530778,1.7267127772,1.64313015898743,0,0,6.71456394926,5.62476903182337,"Food and Drink","start"
"69",6,131.06,46.7882064388025,3.91836734693878,2.0066775193505,51.5015860973,34.1115055538323,12.09942472292,9.11044724192651,0,0,48.42816908854,32.3788942288485,224.85875336101,170.042243814601,3.81727577520837,2.22308628416566,29.9737472328769,22.5924565908616,0.759145381780762,0.621991309076215,8.5933279293,7.46747961920744,2.06335801282,2.02507056217381,0,0,8.14269093162,7.18696669414851,"Food and Drink","start"
"70",7,270.56,226.093417979737,4.44897959183673,2.32947547744122,61.81429058228,42.8118735698801,14.5239000837,11.4806888864528,0,0,58.20367491236,40.8136872896248,255.762237121021,189.492674891195,4.74500515540043,2.914681404165,30.9034837600109,20.6642666704122,0.927729380192059,0.81322785473433,10.31270448498,9.37445964317151,2.42447536078,2.43105035650767,0,0,9.77550582382,9.00554821600379,"Food and Drink","start"
"71",8,296.755102040816,193.902128460039,6.02040816326531,4.04558821433917,74.07018420402,53.7544016187725,17.31952650164,14.2724254845928,0,0,69.81352230654,51.369860449616,288.692461644808,208.631935559687,5.77064959128418,3.72822436883529,32.9302245237869,20.7122584729184,1.02564443588376,0.890012734279437,12.25589362174,11.524472043048,2.79562641794,2.84208558234334,0,0,11.60984739418,11.0433896634207,"Food and Drink","start"
"72",9,336.244897959184,287.460670770803,5.77551020408163,4.5543702089312,88.4376531601,67.1179481408929,20.4776795575,17.4655654941105,0,0,83.40540236188,64.1977597504735,322.550200882776,227.745359588766,7.01230918600313,4.78130004375921,33.8577392379682,20.7929443996286,1.24165959471894,1.10994315084457,14.36746895608,13.8567117139641,3.15815305586,3.23560570123118,0,0,13.59188005534,13.2380248144959,"Food and Drink","start"
"73",10,382.673469387755,260.321700002132,8.57142857142857,5.38524638866846,105.01898255072,82.9861149102446,23.96732768572,21.0142900269833,0,0,99.06020601156,79.3547298950412,356.710661589013,247.01964441136,8.57229382234807,6.21268712013317,34.1604607062373,20.9669776813546,1.55998463634494,1.48253783380939,16.58132939062,16.2834259367373,3.48964812822,3.58531964730527,0,0,15.65480364968,15.5013446878611,"Food and Drink","start"
"74",11,398.816326530612,241.424113352416,10.5918367346939,7.81769744447387,123.86175711926,101.325754730873,27.76775853272,24.8421767231816,0,0,116.80497400072,96.7839393706978,393.168127151657,268.089489184756,10.5392241217389,8.19289311176742,36.4574655626438,23.043997956,1.96693029939081,2.02747590546115,18.84277456854,18.6907197134836,3.800430847,3.86094458214643,0,0,17.74476798916,17.7206109254092,"Food and Drink","start"
"75",12,427.06,349.354627308356,14.0208333333333,13.1308471760311,144.84235522,121.982650416565,31.7357539269,28.8547496057314,0,0,136.49859380538,116.310899062772,431.964379745979,291.06556706011,12.8421925969959,10.6203833472091,38.7962525943219,25.0530375608632,2.30296847525702,2.46260072348935,20.98059810074,20.9553311670462,3.96799539418,4.04135794449176,0,0,19.69361980466,19.77546089192,"Food and Drink","start"
"76",13,432.22,270.544730167564,13.4583333333333,10.4475042701679,167.75682449632,144.665277959438,35.8025969348,32.926621314514,0,0,157.92118285258,137.62870289249,469.404815518352,313.576665574912,15.345074834559,13.2327354286897,37.4404357723733,24.1131890255228,2.50288223756311,2.63609652277335,22.91446927632,22.9389917915258,4.0668430079,4.09821023682038,0,0,21.4225890472,21.5324179186871,"Food and Drink","start"
"77",14,520.32,329.017688089622,17.6041666666667,14.7786333512438,192.29334558996,168.946280782985,39.86882815216,36.9175069553806,9.016266992,17.67188330432,180.749248606,160.301769899135,502.759604400913,333.170866773109,17.888187275099,15.7653548622362,33.3547888825612,20.7786426591689,2.54311244054001,2.55024694715273,24.53652109364,24.5042190081976,4.06623121736,4.01608910076522,9.016266992,17.67188330432,22.82806575342,22.8613029663667,"Food and Drink","start"
"78",15,506.64,348.677090476791,22.1836734693878,19.1794515736678,218.0108146404,194.276334338899,43.79247428172,40.6837079688836,21.64338942,42.4210432632,204.54299100216,183.780961362248,533.129544158776,350.607329072245,20.663501366356,18.518576185025,30.3699397578628,18.7947593605614,2.77531409125694,2.77454065715183,25.71746905044,25.5274786613516,3.92364612956,3.79166729318583,12.627122428,24.74915995888,23.79374239616,23.6473915651221,"Food and Drink","start"
"79",16,570.72,358.023394807434,23.9,22.7901596308582,244.39322368504,220.005714433768,47.47153141506,44.0841780976562,34.42454988,67.4721177648,228.79432448756,207.427683336547,561.202277171675,367.332068885225,23.7513969301835,21.6902714897438,28.0727330128987,18.1688946271673,3.08789556382755,3.19854514404061,26.38240904464,25.9083057543382,3.67905713334,3.42894906991307,12.78116046,25.0510745016,24.2513334854,23.8014424883103,"Food and Drink","start"
"80",17,595.62,368.137516967559,26.66,20.8865443996847,270.83645984246,245.426612838629,50.80617828612,46.9970985904856,47.00817796,92.1360288016,252.9170270235,230.557218267648,584.885648962454,382.03431890968,26.8168396847215,24.8604325308693,23.6833717907789,15.983988039198,3.06544275453797,3.19850821180421,26.44323615742,25.5888942663317,3.33464687106,2.94865382194768,12.58362808,24.6639110368,24.12270253594,23.2779995211969,"Food and Drink","start"
"81",18,676.42,454.789229523128,32.22,35.200679275264,296.78448798714,269.812202238448,53.71708197762,49.3291381017818,61.319191666,115.701915648159,276.38304720268,252.478322115882,603.523188095441,393.621228021059,29.5848775686514,27.6056451635543,18.6375391329871,13.0477891773362,2.76803788392992,2.77423141487102,25.94802814468,24.5525399656375,2.9109036915,2.38265294472902,14.311013706,23.9024183595377,23.46602017918,22.0732567597385,"Food and Drink","start"
"82",19,632.32,458.004405537589,36.48,36.4580317713395,321.67382625066,292.476003695967,56.1510983427,51.0240837875497,76.110636702,137.766879225167,298.66633394242,272.551972823285,617.876661231831,402.279537492805,32.2257425371509,30.1469878508713,14.35347313639,10.8902610279339,2.64086496849948,2.56924894647013,24.88933826352,22.842084937289,2.43401636508,1.77619834592669,14.791445036,22.8180789957177,22.28328673974,20.2426110091136,"Food and Drink","start"
"83",20,615.12,399.754338431792,28.84,27.3522803612423,344.99958503074,312.819061181653,58.08399406786,52.0664544775643,89.509381646,157.664571565207,319.3074548841,290.236855055925,628.068841881497,408.709918501538,34.9243885317645,32.7743748143529,10.1921806496661,9.77686386177655,2.69864599461363,2.65022466092748,23.32575878008,20.5500554011649,1.93289572516,1.19401253298896,13.398744944,20.4733237890054,20.64112094168,17.8899483782078,"Food and Drink","start"
"84",21,590.82,376.491093148085,30.52,23.5786096417919,366.34328084032,330.368085049181,59.51912545224,52.4777319180835,101.231737066,174.835759500921,337.93937342262,305.124763621786,634.066969303923,412.770047323473,37.4509282408917,35.1653277857527,5.99812742242653,8.18916952619228,2.52653970912714,2.41334511537325,21.34369580958,17.8113571970028,1.43513138438,0.761304170961976,11.72235542,17.6688236329297,18.63191853852,15.1601040086714,"Food and Drink","start"
"85",22,607.5,353.955796765641,45.74,43.4606836135834,385.3913034316,344.800191089523,60.48441888222,52.3112554235097,111.086553636,188.911376250882,354.30331426898,316.961679003729,635.804739028808,414.247456581249,39.6244692236646,37.000293449543,1.73776972488453,7.11182564268727,2.17354098277299,1.87493197668222,19.04802259128,14.7943510289089,0.965293429980004,0.724015315632976,9.85481656999998,14.5675144201664,16.36394084636,12.2311885482823,"Food and Drink","start"
"86",23,657.24,465.326346759089,43.62,43.4582330869537,401.94164761906,355.95010411095,61.02637702078,51.6437791353074,118.97690787,199.700505345524,368.25263155896,325.650939906866,633.038694395923,412.386208741787,41.5930815282601,38.3408475071106,-2.76604463288497,8.37585203101207,1.96861230459548,1.44711507208952,16.55034418746,11.6938273416998,0.541958138560001,1.02062717979263,7.89035423400001,11.353008814752,13.94931728998,9.31382314980468,"Food and Drink","start"
"87",24,681.54,448.356725711302,46.36,42.7518010773815,415.89927360054,363.80030147918,61.20188575226,50.5647960928725,124.89121322,207.172039586945,379.7453889018,331.239721095437,626.875658663212,407.500400118726,43.4857915192396,39.4073299882522,-6.16303573271053,9.87801295671792,1.89270999097948,1.25512282602485,13.95762598148,8.74143357492933,0.175508731479997,1.36677009884856,5.91430534999999,8.23404191162123,11.49275734284,6.68348810478597,"Food and Drink","start"
"88",25,620.16,443.198436216736,46.24,37.1721723357675,427.26390054754,368.458526113873,61.07276267662,49.1686197960476,129.2356764168,211.41223172251,388.8295325117,333.893314153566,620.505183316595,400.978218786827,45.1237666681848,40.1171324682941,-6.37047534661755,9.76472407677317,1.63797514894523,0.986353328380277,11.364626947,6.27111920084234,-0.12912307564,1.66130890524608,4.34446319680001,5.531729796882,9.0841436099,4.80157749007093,"Food and Drink","start"
"89",26,626.8,379.545671222845,44.84,40.9015259490401,436.1141802438,370.129659503919,60.70173832424,47.548197788587,132.3562599536,212.624535006,395.62475319698,333.864272792795,615.681368279745,393.947167837661,46.3594799329983,40.3913406202693,-4.82381503685014,9.03497004511138,1.23571326481342,0.744602548690232,8.85027969626004,4.86332904208668,-0.371024352380002,1.87952021372774,3.12058353679999,4.20076050606412,6.79522068528002,4.34659104700419,"Food and Drink","start"
"90",27,568.54,350.485627554911,42.26,39.3547270370409,442.5770557547,369.089108479379,60.14787690654,45.7890067930858,133.755201988,211.117333189011,400.2933709845,331.463375932231,609.828053281063,384.684468833874,46.990939335456,39.9728777560763,-5.85331499868204,11.1007573613224,0.631459402457763,0.911164674235515,6.46287551089999,5.04262553391302,-0.553861417699997,2.01894065266331,1.39894203440001,4.40817871300715,4.66861778751998,5.26275826712408,"Food and Drink","start"
"91",28,565.040816326531,300.012606737339,44.469387755102,36.4591217301423,446.84839706674,365.65441417099,59.46420982998,43.9651125881,133.582986508,207.212460418311,403.05013491138,327.030410846302,603.144483735275,372.372918505159,47.1133390346693,38.9182674625598,-6.68356954578799,14.9148209522898,0.122399699213236,1.40739881949219,4.27134131203999,6.29985632018765,-0.68366707656,2.08625481264261,-0.172215480000002,5.80746955394403,2.75676392688,6.67788261681456,"Food and Drink","start"
"92",29,565.68,338.509811644862,51.28,43.3063261595809,449.14341040814,360.167785198316,58.69650745274,42.137199126858,132.006833486,201.257383392108,404.12092479424,320.915018384741,598.495309033126,359.441157153524,46.98963222946,37.6126646885781,-4.64917470214829,16.5479557478456,-0.123706805209289,1.5957719788825,2.2950133414,7.83623996854501,-0.767702377240002,2.09241617776495,-1.57615302200001,7.44900152843229,1.07078988286,8.07040537214858,"Food and Drink","start"
"93",30,627.46,464.373199453371,54.42,41.4961923342371,449.69749187846,352.980204823033,57.88215661302,40.3514702159207,129.205036444,193.610055119051,403.74067186952,313.46090015149,597.549435663378,348.068355848509,46.9226166469184,36.4424384688536,-0.94587336974852,15.3399705805888,-0.0670155825416097,1.42936242434683,0.554081470320016,9.27713005343497,-0.814350839719999,2.05041435913385,-2.80179704199998,8.95573157578313,-0.380252924720015,9.257389948543,"Food and Drink","start"
"94",0,480.9,159.295957061063,25.74,10.954236995793,248.43217099502,102.450142880958,29.16846052496,10.7074523013627,0,0,219.97901360246,89.668511866641,416.806831221619,128.73423429477,25.4498460311083,10.1424349474899,-4.01182820660689,5.83549822760695,-0.838477460973248,0.578654272700318,-6.4523168867,5.37681398200166,-0.74599757404,0.560100728057569,0,0,-5.75687683552,4.73378339340395,"Non-Essential Businesses","stop"
"95",1,433.16,155.011179909579,24.42,10.2997519504112,242.16288879104,97.7988151994892,28.45166814098,10.2685901092431,0,0,214.38996087694,85.5986046706146,412.912243336417,126.579581353185,24.5680495290586,9.62467326600331,-3.89458788520219,4.99311843008516,-0.881796502049644,0.656758792102483,-6.26928220398,5.114750049536,-0.71679238398,0.521074787530416,0,0,-5.58905272552,4.4947860269385,"Non-Essential Businesses","stop"
"96",2,391.816326530612,116.147747167132,22.5510204081633,11.4041379624532,236.0901126135,93.4415829603492,27.76448787828,9.86966903611413,0,0,208.98099216486,81.7960971377338,408.094750494092,124.153262568329,23.6900541212207,9.10394285287892,-4.81749284232512,4.94523225428967,-0.877995407837902,0.674617264838195,-6.07277617754,4.84501640555146,-0.6871802627,0.482105086635518,0,0,-5.40896871208,4.24893375371375,"Non-Essential Businesses","stop"
"97",3,384.48,110.902782871486,19.62,7.41950126625773,230.22367427456,89.3808550147906,27.10674852094,9.50850965098925,0,0,203.76098364444,78.2621710444285,402.393035269714,121.277859725059,22.9006847247208,8.61107630190778,-5.7017152243783,5.18273452186008,-0.789369396499949,0.609909533974652,-5.86643833894,4.56995765425725,-0.65773935734,0.443641490647734,0,0,-5.22000852042,3.99861385030392,"Non-Essential Businesses","stop"
"98",4,409.08,130.012329054748,28.86,11.6857670420046,224.56975283678,85.6148920010209,26.47781645926,9.18238219460125,0,0,198.7354016003,74.993999586768,396.30760036906,118.234706890027,22.2629215364517,8.18304808880554,-6.08543490065326,5.27861332093673,-0.637763188269076,0.520761157023335,-5.65392143778,4.29205927785831,-0.62893206168,0.406115442805429,0,0,-5.02558204414,3.74628848923263,"Non-Essential Businesses","stop"
"99",5,364.16,106.159419633681,22.6,7.24502367145891,219.13108849842,82.1378686543912,25.87666554556,8.88817399169505,0,0,193.90650379574,71.9849087197404,390.057500927978,115.354120938532,21.7396738054563,7.80784114002517,-6.25009944108195,5.39762421643912,-0.523247730995386,0.470621933585338,-5.43866433836,4.01376338559473,-0.6011509137,0.369923905938108,0,0,-4.82889780456,3.49432922467709,"Non-Essential Businesses","stop"
"100",6,413.673469387755,132.748447619297,19.7959183673469,7.64860117930069,213.9071915821,78.9401626441047,25.30190240858,8.62251873658111,0,0,189.27353268664,69.2247398656318,383.968944505383,113.036530561706,21.3288274997898,7.51172345216848,-6.08855642259513,5.50949224936659,-0.410846305666503,0.412210599277279,-5.22389691632,3.73742642674512,-0.57476313698,0.335562859353677,0,0,-4.6329711091,3.24500352002954,"Non-Essential Businesses","stop"
"101",7,378.14,117.828192073714,17.36,6.27668824779437,208.89452796458,76.0087248397415,24.75181439468,8.38189281754548,0,0,184.83286787466,66.7002690302451,378.120699208961,111.399283835534,20.9756698906226,7.28206266396824,-5.84824529642169,5.24905827730521,-0.353157609167208,0.370348294878454,-5.01266361752,3.46540258395983,-0.5500880139,0.303657582481167,0,0,-4.44066481198,3.00058069652115,"Non-Essential Businesses","stop"
"102",8,378.22,120.77263457191,21.530612244898,8.70199203247931,204.08674878514,73.3274878098403,24.22443222132,8.16273963610242,0,0,180.57823293808,64.3956560366464,372.820044248797,110.376493456104,20.6124765116689,7.08477646315786,-5.30065496016492,4.69186284363608,-0.363193378953676,0.332197511832648,-4.80777917944,3.20018277368875,-0.52738217336,0.274883780252592,0,0,-4.25463493658,2.76346384127906,"Non-Essential Businesses","stop"
"103",9,359.69387755102,107.735125327506,20.0204081632653,8.19174682225958,199.47507601148,70.8776878262596,23.7176152154,7.96147128167295,0,0,176.50106868274,62.2928010942179,368.276433655155,109.7492229686,20.219254412446,6.89188268826809,-4.54361059364182,4.42520262140146,-0.393222099222878,0.296108999092329,-4.61167277366,2.94477544578977,-0.50681700592,0.250161895498969,0,0,-4.07716425534,2.5365451312116,"Non-Essential Businesses","stop"
"104",10,333.6,96.6595364358841,16.92,6.20358688502063,195.0488186313,68.6383530440652,23.22927500204,7.77465286895105,0,0,172.59104717528,60.3718476773124,364.271898937642,109.356244969362,19.7588850735381,6.67493145701393,-4.00453471751304,4.56422217977091,-0.460369338907919,0.333684404547051,-4.42625738018,2.70271351801086,-0.48834021336,0.230217714592517,0,0,-3.91002150746,2.32319419652922,"Non-Essential Businesses","stop"
"105",11,382.3,119.779028882355,24.22,8.58213291903592,190.79590648056,66.5869249227847,22.75744415474,7.59913302839547,0,0,168.83660154478,58.6117872671701,360.726787130134,109.184679880383,19.2669870519148,6.46951464302253,-3.54511180750735,4.6198486931205,-0.491898021623294,0.364803996117606,-4.25291215074,2.47797754584148,-0.4718308473,0.215438638094901,0,0,-3.7544456305,2.1271673615443,"Non-Essential Businesses","stop"
"106",12,373.68,115.805108435854,22.62,9.37693036339718,186.70357442822,64.7000137985295,22.3004506804,7.43213239906201,0,0,165.22559578166,56.9911683612171,358.045518389869,109.319211780613,18.8340032609745,6.32247594016088,-2.68126874026497,4.51825347462841,-0.432983790940273,0.321976311770558,-4.09233205234,2.27471574085796,-0.45699347434,0.20574947244255,0,0,-3.61100576312,1.95228578062,"Non-Essential Businesses","stop"
"107",13,379.122448979592,126.465100224001,17.1428571428571,6.5874178046738,182.75915799882,62.9542642557956,21.85703606326,7.27129524993582,0,0,161.74609113366,55.4888731389564,356.375927516383,109.84174217056,18.5452030294354,6.23729683932074,-1.66959087348659,4.67087857382772,-0.288800231539155,0.254303544664197,-3.9444164294,2.09675947277019,-0.44341461714,0.200562539291588,0,0,-3.479504648,1.80192498202233,"Non-Essential Businesses","stop"
"108",14,359.755102040816,123.308439548962,18.7142857142857,7.16964499353583,178.95090274262,61.3272165578472,21.42637823498,7.11470906730962,0,0,158.3871158519,54.0848622254688,355.730605042315,111.051096930274,18.3513769227331,6.16782224897949,-0.645322474068018,5.19910415387515,-0.193826106702329,0.239524471496102,-3.80825525619999,1.94709563465033,-0.43065782828,0.19895565090456,0,0,-3.35897528176,1.67847871708531,"Non-Essential Businesses","stop"
"109",15,366.98,128.511929036335,16.86,5.93758733493664,175.26872290338,59.7981512336998,21.00811513446,6.96087132828145,0,0,155.1393713972,52.7608898342005,355.917575438014,112.888095565483,18.1171770589777,6.06474457407789,0.186970395699552,5.46680940836124,-0.234199863755382,0.233963263218102,-3.68217983924,1.82714415567597,-0.41826310052,0.199927045061641,0,0,-3.2477444547,1.5826791332705,"Non-Essential Businesses","stop"
"110",16,312.836734693878,92.6926382621619,15.3877551020408,6.23766120700165,171.7044507839,58.348580466767,20.6021315351,6.80859664957979,0,0,151.99544069864,51.5008814478903,356.043680304627,114.775336548203,17.7609956361589,5.90646577970663,0.126104866612449,5.27936069011725,-0.356181422818734,0.227971526349718,-3.56427211948,1.73657699475726,-0.40598359936,0.2026801140961,0,0,-3.14393069856,1.51351511146646,"Non-Essential Businesses","stop"
"111",17,344.94,117.387560251332,16.72,7.31460330024807,168.2516533161,56.9624405284209,20.20823974466,6.65694968164033,0,0,148.94957679882,50.291040069017,355.1245825094,115.95091445459,17.2433126978424,5.6983195413733,-0.919097795226325,5.18214554017156,-0.517682938316557,0.262064862824615,-3.45279746780001,1.67338329774034,-0.39389179044,0.206676526644709,0,0,-3.04586389982,1.46844444087607,"Non-Essential Businesses","stop"
"112",18,390.14,140.2883942718,16.84,5.40693267574139,164.90521808188,55.6260613451949,19.8261115129,6.50524732896031,0,0,145.9972655386,49.1197652194574,353.605394449212,116.500080804862,16.6551859999165,5.47382399860778,-1.51918806018861,5.62306509640195,-0.588126697925881,0.312477901510457,-3.34643523422,1.6342573350791,-0.38212823176,0.211529466603865,0,0,-2.95231126022,1.44391192489343,"Non-Essential Businesses","stop"
"113",19,344.26,106.435698579753,19.66,6.57507969229271,161.66088049282,54.3281179961556,19.45526612912,6.35313973756008,0,0,143.13474511312,47.9775874626226,352.901838948463,117.141699234175,16.1341618974264,5.28133223930307,-0.703555500748566,6.0807485337399,-0.521024102490137,0.307767905551755,-3.24433758906,1.6150612999518,-0.37084538378,0.216857988002546,0,0,-2.86252042548,1.43585224502596,"Non-Essential Businesses","stop"
"114",20,362.72,128.820000673187,17.12,8.13729138227211,158.51475526542,53.0597110565721,19.09513122988,6.20078254144147,0,0,140.35855888032,46.8572535272352,353.680275123363,118.162936297672,15.7654696557194,5.15208771899833,0.778436174899517,5.94940055109929,-0.368692241706968,0.23381451352617,-3.1461252274,1.61118818199566,-0.36013489924,0.222053262466239,0,0,-2.7761862328,1.43998814334411,"Non-Essential Businesses","stop"
"115",21,370.4,132.237214731709,14.7,4.99413576107018,155.46286448724,51.8145347520132,18.7450501121,6.04888394291287,0,0,137.66511057598,45.7539074854079,355.816588022397,119.710399730618,15.4974676504059,5.07301730831048,2.13631289903435,5.71356103934832,-0.268002005313465,0.177533757797836,-3.05189077818,1.6177940340906,-0.35008111778,0.226298677856052,0,0,-2.69344830434,1.45193680554849,"Non-Essential Businesses","stop"
"116",22,385.918367346939,147.78380327131,15.0204081632653,5.54501337539715,152.5008748184,50.5891289703723,18.4042812217,5.89867150257917,0,0,135.05041604618,44.6653411340972,359.593363076503,121.910831291271,15.2515154300688,5.01829523603013,3.77677505410608,5.92787414490422,-0.245952220337108,0.187219568190914,-2.96198966884,1.62978153892186,-0.3407688904,0.228656062078928,0,0,-2.6146945298,1.4670847536971,"Non-Essential Businesses","stop"
"117",23,339.645833333333,107.906651455836,12.4166666666667,5.38298821808374,149.62422410058,49.3831534931041,18.07205095812,5.75179648871561,0,0,132.51021775858,43.5922316546414,364.58412396805,124.884813137098,15.0077604167808,4.96247569032262,4.99076089154695,6.72318976993097,-0.243755013288001,0.199147138056562,-2.87665071782,1.64174913344859,-0.33223026358,0.22821979642577,0,0,-2.5401982876,1.48048930569424,"Non-Essential Businesses","stop"
"118",24,358.142857142857,127.059195186076,13.4081632653061,4.54510095230751,146.82834958726,48.1993468641411,17.7476035216,5.61004598237925,0,0,130.04019597108,42.538047592351,370.205929386528,128.760890735366,14.7600132190216,4.88730909660481,5.62180541847825,7.77655152880953,-0.247747197759217,0.202087513160775,-2.79587451332,1.64843577663136,-0.324447436519999,0.224642696169482,0,0,-2.4700217875,1.48732473390196,"Non-Essential Businesses","stop"
"119",25,366.22,127.67183663377,16.22,4.9531643865311,144.10895798362,47.0430526892022,17.43033511594,5.47507807426422,0,0,127.63623221798,41.5085229824402,376.366631808671,133.538546683286,14.5336058912408,4.78403630922665,6.16070242214238,8.53403064587979,-0.226407327780793,0.215521980721061,-2.71939160364,1.64552391560074,-0.31726840566,0.218400633204616,0,0,-2.4039637531,1.48372751523859,"Non-Essential Businesses","stop"
