"","state.name","date","total.pop","confirmed.case","new.deaths","ICU","newICU","ICUover","Ventilator","smoothed.confirmed","smoothed.deaths","confirmed.case.rate","new.deaths.rate","ICU.rate","newICU.rate","ICUover.rate","Ventilator.rate"
"1","Alabama",2020-02-04,4977688.275,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"2","Alabama",2020-02-05,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Alabama",2020-02-06,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Alabama",2020-02-07,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","Alabama",2020-02-08,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","Alabama",2020-02-09,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","Alabama",2020-02-10,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","Alabama",2020-02-11,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","Alabama",2020-02-12,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","Alabama",2020-02-13,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","Alabama",2020-02-14,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Alabama",2020-02-15,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Alabama",2020-02-16,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","Alabama",2020-02-17,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Alabama",2020-02-18,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Alabama",2020-02-19,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Alabama",2020-02-20,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Alabama",2020-02-21,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Alabama",2020-02-22,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Alabama",2020-02-23,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","Alabama",2020-02-24,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","Alabama",2020-02-25,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Alabama",2020-02-26,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Alabama",2020-02-27,4977688.275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Alabama",2020-02-28,4977688.275,NA,0,0,0,0,0,-0.00251977644732895,0,-0.00251977644732895,0,0,0,0,0
"26","Alabama",2020-02-29,4977688.275,NA,0,0,0,0,0,-0.00783172866115366,0,-0.00531195221382471,0,0,0,0,0
"27","Alabama",2020-03-01,4977688.275,NA,0,0,0,0,0,-0.0125647909492309,0,-0.00473306228807724,0,0,0,0,0
"28","Alabama",2020-03-02,4977688.275,NA,0,0,0,0,0,-0.0133478976193174,0,-0.000783106670086535,0,0,0,0,0
"29","Alabama",2020-03-03,4977688.275,NA,0,0,0,0,0,-0.101043023380872,0,-0.0876951257615549,0,0,0,0,0
"30","Alabama",2020-03-04,4977688.275,NA,0,0,0,0,0,-0.281259100980544,0,-0.180216077599672,0,0,0,0,0
"31","Alabama",2020-03-05,4977688.275,NA,0,0,0,0,0,-0.422745501781876,0,-0.141486400801331,0,0,0,0,0
"32","Alabama",2020-03-06,4977688.275,NA,0,0,0,0,0,-0.394251597148407,0,0.0284939046334685,0,0,0,0,0
"33","Alabama",2020-03-07,4977688.275,NA,0,0,0,0,0,-0.368906195501638,0,0.0253454016467689,0,0,0,0,0
"34","Alabama",2020-03-08,4977688.275,NA,0,0.018207057,0.018207057,0,0.018207057,-0.437129690819171,0,-0.0682234953175327,0,0.018207057,0.018207057,0,0.018207057
"35","Alabama",2020-03-09,4977688.275,NA,0,0.045804729,0.027597672,0,0.045804729,-0.343608832798701,0,0.0935208580204696,0,0.027597672,0.009390615,0,0.027597672
"36","Alabama",2020-03-10,4977688.275,NA,0,0.087048268,0.041243539,0,0.087048268,0.166969628862075,0,0.510578461660776,0,0.041243539,0.013645867,0,0.041243539
"37","Alabama",2020-03-11,4977688.275,NA,0,0.150645708,0.06359744,0,0.149432812,0.869744373102916,-0.000503955289465791,0.702774744240841,-0.000503955289465791,0.06359744,0.022353901,0,0.062384544
"38","Alabama",2020-03-12,4977688.275,NA,0,0.243180091,0.092534383,0,0.240128725,1.58074951823765,-0.00156634573223073,0.71100514513473,-0.00106239044276494,0.092534383,0.028936943,0,0.090695913
